model1,model2,p value,cohen value
33/1EKNNMushroom33.csv,33/dtMushroom33.csv,0.031046781145641307,0.7400143068831969
33/1EKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-4.462194439296674
33/1EKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,7.12274633107295
33/1MKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-4.6094214625437555
33/1MKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,8.069575309820957
33/5EKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-5.313152014096854
33/5EKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,7.11386209625182
33/5MKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-4.832938491114603
33/5MKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,6.898742461692673
33/10EKNNMushroom33.csv,33/dtMushroom33.csv,0.006898647100946128,-1.1802691805041046
33/10EKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-5.8128298405003145
33/10EKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,5.275258515960384
33/10MKNNMushroom33.csv,33/dtMushroom33.csv,0.006898647100946128,-1.4517717635273086
33/10MKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-6.141744033645944
33/10MKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,6.66659582283365
33/15EKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-5.223168342917052
33/15EKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,7.954482952578678
33/15MKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-5.560703450458662
33/15MKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,7.889503532510081
33/20EKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-4.721965754825006
33/20EKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,4.926394918835367
33/20MKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-5.492372250701216
33/20MKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,7.0296918749930075
33/30EKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-4.881488345576365
33/30EKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,9.675402307008158
33/30MKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-4.157784997815377
33/30MKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,4.605183508463357
33/50EKNNMushroom33.csv,33/dtMushroom33.csv,0.00017011925273829754,2.169374210006262
33/50EKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-3.8191282840431247
33/50EKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,10.558352097381087
33/50MKNNMushroom33.csv,33/dtMushroom33.csv,0.0012162112998959323,1.6350052262662895
33/50MKNNMushroom33.csv,33/nbMushroom33.csv,1.8879793657162556e-05,-3.659724381988653
33/50MKNNMushroom33.csv,33/svmMushroom33.csv,1.8879793657162556e-05,7.435216292687085
33/1EKNNGlass33.csv,33/nbGlass33.csv,0.00017011925273829754,-1.7365042047733406
